name,path,size,file_or_dir
dbc67e892250e7280899fabd0ad5e46cfa94dc,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\3a,228,file
e4368272e1cc11b8034828234c4568d6dbf450,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\3a,158,file
38ff43c267a3a27d4ad0cadd9e6387aeac22c5,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\3d,2858,file
dab4b5c4ff4fdf596124f5c0c581c2b517cb14,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\3f,59,file
c7d34ba2bd57317283d801c3e217370924e078,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\41,59,file
0233780e30fff691b925a872c4289bad95a015,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\44,539,file
098e738fa4da3d59e1b64b54eea1f40392d3c5,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\47,880,file
2a51e65af3fbbfb9ec09640c6be8c5afd18eb4,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\4f,735,file
7735fadfd472573a29d924df2734dfe5f4dc96,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\4f,1944,file
10108130e1f3eb465b635e1d84695653d5b30b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\50,206,file
e6e00e2528cc790c7056fefb46511d6ca18a78,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\50,174,file
1b649ae7004b380752440b718fef52f6165371,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\52,59,file
15be329b9f0f5a596c9735929fab21c47cc87b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\54,212,file
81c2d6f82281406c50958cf1e80a24f0151bb0,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\55,1816,file
87a320f486c69aa9380219ed6c06a5665a7746,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\55,111,file
091af66e11a94bfb456cd6f9ef595a02c0222f,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\57,196,file
58c1c10f75405003c0fb60bf70ee50d62e9446,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\58,122,file
aeb49d4eba4a13030c3defa09ecc433d6eecb8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\58,1540,file
4318c28e6ada07538c9cb28239dcce784f9843,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\59,83,file
ce192910a54cc686dc86c108d9da56dcff0235,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\59,658,file
b7f1302dae99160300d99a186b38068e27aea0,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\5d,559,file
9a440359d20f477056738a0aa485ddcef5d095,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\5e,215,file
6e9dfe42a56a25d794a569dedac2f6a3943cfe,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\5f,55,file
ffd0456d4117b826fec1f79e27ac5583e79447,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\5f,125,file
fbd662e312a1b26e0e2bdeeb48f13d0d149037,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\63,627,file
3d41d28171573feb1f132604bf84eb0948b277,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\64,1509,file
ede036a93db3c4a61a67d9f3003edfd004f667,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\65,179,file
bc17f9ff2104a9d7b6777058bb4c343ca72609,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\68,1544,file
3efb8c9fc95b4b42aa22fb5d70b0b2f626af02,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\69,368,file
585f1d65dbdb992bd8cee224b29d661eddc6b9,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\69,169,file
b519f38938406c905dc8f0ba313d23b36680c3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\69,57,file
c4a9b0dc7c6aed5433421037e68615d7f8b1a7,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\6a,272,file
feb2465642e283200c47ca337c94d6d1b613f7,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\6b,297,file
dca1bfd0dd642ec0ddcf9e68831d7ce7155dfe,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\6c,368,file
5c8ce67dbeef92ba26ea9f58f951dfbbdcafbd,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\6f,172,file
21580d32130565ffe0503ff05537a2da7f4f00,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\70,727,file
557ef30067239a42af58c8410b280ca3507ecb,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\73,321,file
75adf35c0c406ecf7fcb7371fa126f81495333,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\73,272,file
00b0d91eb4f037f23ad4a6fdc821529eda1663,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\75,375,file
145d959bdf0e7a487a135456a01b3d9ba87a5b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\76,54,file
77ee4aecb59c24a45371afa7102e7ea1252e26,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\78,322,file
769c8d93ea7ff840a1eb8ee46a475f9e0903b3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\79,1226,file
ed166a857bae77a34bf02567dbd86b27c1ce12,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\7b,173,file
ccbe24bffb093d3aa1720e986381a502e93230,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\7c,177,file
65913a2266df4cb974afdbf21939eac445ebc1,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\7e,297,file
55e84a0e16d9db66131d86800e514ec1d4ca94,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\7f,228,file
6e404dfa5e1d6e0d6d9e567130800213067f45,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\7f,174,file
4900b7e7ce135447daafeac13786849e074af7,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\81,1750,file
f823f408420dc07abf2024fce20e7db9a7072e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\81,2020,file
00beb49299bfd69da6560c59b9b87b128e185c,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\82,2464,file
ef4eb7e6618d5f99c202678012d2e61d33bb58,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\82,166,file
945ece7b46ab273aeaa16d438b5c29dde30d02,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\84,348,file
f1403953e90e34365951655b8234107cec3fd0,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\84,247,file
3b384d014682ee142cd36086a8298b70d17f9e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\85,1401,file
8aea371c8687db2cc4fc37f16591daa5f212ac,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\85,2355,file
b054c25b47c240a8036c9c38b1a6de27275b80,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\85,57,file
6896ae10023f866381b6d7b650648af574122c,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8a,184,file
6000295931ae8ae81e13cae8fa8707e8b73f38,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8c,367,file
4fd9c557fd41e48ecceb50c5ebbf7013996f20,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8d,165,file
ad01488a8809babbd8ce7404bfb8782193b03d,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8d,831,file
d5b9827bc531cd4f05fa91bc524101dde21f46,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8e,174,file
fbd86825a6425f4812f8b8ce3811e5bacfefcb,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8e,835,file
536bec273d5aca95e35a6aa3572b11c071c3a8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8f,1855,file
8d4fbf870a035b9295b051b4c7834272d0f897,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8f,1936,file
b62a30fce8a32df76684a0999506eeab286996,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\8f,195,file
0d6a92739446783fdfc51b8aee4f5a57cb064b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\90,122,file
395f87104013da82a345c1f709699644dec776,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\91,657,file
f50ca7a031c2109934459378dc473c44c688e2,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\92,125,file
8fef4f0370cbff6e862a70b8116d5606bb6bf4,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\94,221,file
2556f307b37254438620f69692b7fa28c3f31f,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\96,1705,file
96e040bdae778af0509dca9a508c1210ab17ba,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\99,181,file
3d7b1acbb3f22fdf979c1c167190055af9d7ca,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\9e,1230,file
88dffb3fe6ff8803a5c51cc78400fb8017f236,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\9f,543,file
dedb7852fa24ebe3b59b4ea0f5fe6e956c3514,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\a1,250,file
e352357721e6c26e2d1a886b0c276907b5afe5,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\a1,246,file
5cd69a4439a52b24698f1adfb7d59c4a3f9926,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\a2,257,file
7dec8f1f04742919ca60b61d5b5199014b0cce,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\a7,325,file
8af5457e3958cb190a747f28b0720e1d60a954,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\aa,272,file
33930fe4e0fb1ef9927a3c0d07c1072b15f13d,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ab,179,file
b3cbd67be141ae5b6856d02b2a7d6ee4834579,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ab,122,file
cd6ee4ed8581dc24d040a164d6ddf7385ef459,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ab,1548,file
0bdf86e14c5d4d032d6c2db637107feae72598,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\af,181,file
08f81ec346d1b80011f64d6fa772b66421d099,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\b0,272,file
9aea63b27dc599f1aef5b6fc3ce989ad6a13f0,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\b1,176,file
b6eebfd7af0f281c796460f38601869d6e601c,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\b3,174,file
a534b5daa74c3e95bbd4092050fd813d6795ae,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\b4,347,file
77a69d35d0b4c549129a1b1fafc509b7b82e4f,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\b5,1396,file
07953de9b0d4efabd347cd4d5d8f2639b4b728,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ba,171,file
05febdcf6cc54fa8cbb2cd8f02f8accd33943b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\bb,246,file
f4ef6b26da486e86ba8dd29872495b936d2c43,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\be,67,file
63062d6611bdab1e389e9e64564ea6a21248f9,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c1,181,file
bc42a8cd653c43df4afd25cb064944377f777a,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c1,297,file
950ecf38e038b2391be47fd33f944f75240d55,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c3,188,file
d4e38da196f016315691e879432f9da64d7935,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c5,132,file
d8aec18e57406144595df6b705a9a7ed106b6e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c7,221,file
f78575897e09a36a7762bb8df5b7b214ce6453,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\c7,1943,file
7a3ecf46cb37f776fa650760b4bb0b7e526f6d,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ce,182,file
cadc909cf0789acc926774fe2806a5e8c8987e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\cf,663,file
2136e4d640750ef01b02e85c31bb0c0feecabc,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d0,170,file
cd5a8be26afa5357536baeb535b2a737aa7639,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d0,221,file
0a574d5206113a309309ca5c4b9c0844bfcbd4,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d2,246,file
1e63ad1a26bfae2d7feb9b09a836710255ebdb,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d3,174,file
ca1b32cfe39d548b9041843cd82867d1196fcf,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d5,1413,file
ee47dd3fb8639cc2c4a0da642ae8e6686546bf,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d5,347,file
d72b0bef6d183c71998e4e5fc9595452fb5cc3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d6,2297,file
35227e7997e46899e4b0eb374733436b55b95a,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d7,891,file
c5eb723c96bd0501f9b86b2db23cd18a1c3f76,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d7,85,file
b6e6ca618fc25ded1556409e0fed67a7b663a2,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\d8,282,file
44ce1d5d6061bc1a36d6b82f5c0456ee69f8f6,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\dc,322,file
b05d9d57df3a71b6fd29473bd21dc23b1c153b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\dc,90,file
e9ac813294c417cab5b5ac821df68fa12e4561,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\df,126,file
83a63522e7fa71b6f8d46bf6e1183a44a6f64e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e0,172,file
d5c61c63c8d1224400799f915234f5c90d7c52,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e3,90,file
09ab5688efa5b955ce89a87c7dc79fa69f9851,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e4,46,file
9de29bb2d1d6434b8b29ae775ad8c2e48c5391,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e6,15,file
de93875bc358486c95d91cca8b4e7bf5fa3f7f,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e6,169,file
9abb981ebba461f5c7d252a2abf67ed368e544,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e7,196,file
7862b33b909fa8c4bb6d6cfb4e6cb73e944960,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e8,90,file
5069cc37e11ea9197d589293327e2a2abe2f1a,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\e9,178,file
af2da9918f30979ffab7ae786aa0cf264f549a,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ea,167,file
7b245dc1e46c155f28742defdef9518dc5fb5e,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\eb,322,file
55f1be729bf1299cb33d26d64faa75a99e162b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ec,659,file
1ef49cfff5210f7c77eb64222a12d0f1960376,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\ed,367,file
c0210f3638307f5a102c75a4c5ad9564c56035,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f0,617,file
655ebc447ea3cb7dc5e4eb9cc8cfa4945ba0d3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f2,348,file
eac23681ab40a77ac7f24c6978763824b838c8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f3,167,file
4a1efec28761c2f99e5eaa28ed7df80657a5b8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f4,2293,file
22088869fcc0a9118cad15453462a30866db21,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f7,162,file
dcde43b4fb7acebd21c0ee62875d1d08380e99,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f7,361,file
ec42306a369734167572705a2dc3fe5cf9542a,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f7,662,file
fc8fb1020b79931d7093b1d5cbe69642eda95b,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f7,870,file
43afe66540fa480acba7efbd06f2987b20d649,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f8,170,file
c485d2555910b0bfed7512d9cb8f129fdcfffc,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f8,2890,file
ee15ef8d6a9c479cca0fa7b0304bc71f5334f6,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\f9,74,file
pack-a3abbf786e4431785c7eb406895199c9b4ad9288.idx,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\pack,1156,file
pack-a3abbf786e4431785c7eb406895199c9b4ad9288.pack,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\objects\pack,1305,file
heads,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs,369,directory
remotes,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs,399,directory
tags,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs,0,directory
main,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_1,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_2,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_4,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_5,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_6,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_7,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
Seminar_8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\heads,41,file
origin,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes,399,directory
HEAD,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,30,file
main,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_1,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_2,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_3,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_4,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_5,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_6,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_7,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Seminar_8,F:\GIT\Python_Seminar\first_project\Python_next_deep\.git\refs\remotes\origin,41,file
Home_work_1.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_1,5228,file
main.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_1,3994,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_1,4721,file
Home_work_2.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_2,4082,file
main.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_2,7383,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_2,5789,file
Home_work_3.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_3,5546,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_3,6098,file
seminar_3.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_3,3649,file
Home_work_4.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_4,4270,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_4,5199,file
seminar_4.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_4,4605,file
Home_work_5.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_5,2041,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_5,4944,file
seminar_5.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_5,6402,file
test.json,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_5,55,file
__pycache__,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,3799,directory
date_validate.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,1605,file
generate.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,721,file
main.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,1262,file
new_task.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,2111,file
one_hundred_for_one.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,1054,file
queen_board.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,3385,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,6857,file
search_script.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,1234,file
seminar_6.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,2777,file
task.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6,441,file
date_validate.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6\__pycache__,1092,file
generate.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6\__pycache__,860,file
new_task.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6\__pycache__,1285,file
task.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_6\__pycache__,562,file
__pycache__,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,8305,directory
fill_names.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,334,file
group_rename.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,1757,file
main.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,547,file
make_files.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,2157,file
name_gen,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,72,file
name_gen.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,898,file
nums,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,119,file
README.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,6737,file
result,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,142,file
two_files_in_one.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,1991,file
__init__.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7,242,file
fill_names.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7\__pycache__,644,file
group_rename.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7\__pycache__,1999,file
make_files.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7\__pycache__,1914,file
name_gen.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7\__pycache__,1296,file
two_files_in_one.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_7\__pycache__,2452,file
__pycache__,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,3794,directory
data.json,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,89,file
direct_info.csv,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,0,file
direct_info.json,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,0,file
direct_info.pickle,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,0,file
direct_info.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,2962,file
get_from_user.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,3901,file
main.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,276,file
READAME.md,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,4995,file
result.json,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,225,file
txt_to_json.py,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8,1337,file
get_from_user.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8\__pycache__,2548,file
txt_to_json.cpython-310.pyc,F:\GIT\Python_Seminar\first_project\Python_next_deep\Seminar_8\__pycache__,1246,file
